206128287, -865, 162, 7819, 47, 20, 19
206138285, -845, 159, 7809, 48, 23, 15
206148289, -837, 153, 7818, 50, 22, 18
206158289, -833, 163, 7813, 42, 23, 14
206168289, -840, 176, 7828, 44, 22, 22
206178289, -841, 159, 7848, 47, 24, 17
206188289, -845, 157, 7822, 47, 24, 16
206198289, -814, 172, 7814, 45, 22, 24
206208289, -840, 158, 7801, 46, 21, 22
206218289, -840, 162, 7812, 46, 21, 14
206228289, -827, 155, 7819, 48, 20, 20
206238285, -833, 167, 7801, 50, 20, 19
206248289, -827, 167, 7807, 49, 27, 21
206258289, -831, 162, 7796, 42, 25, 21
206268289, -836, 164, 7796, 47, 25, 19
206278289, -833, 168, 7803, 54, 21, 15
206288289, -831, 156, 7808, 45, 21, 17
206298285, -842, 159, 7820, 46, 23, 20
206308289, -846, 166, 7832, 49, 26, 17
206318289, -813, 163, 7818, 49, 25, 21
206328289, -802, 164, 7805, 50, 22, 12
206338289, -821, 171, 7807, 55, 20, 15
206348289, -815, 160, 7790, 50, 21, 20
206358285, -823, 168, 7807, 43, 27, 13
206368289, -847, 170, 7802, 41, 20, 17
206378289, -829, 168, 7805, 47, 19, 20
206388289, -853, 164, 7821, 44, 23, 17
206398289, -847, 169, 7821, 41, 21, 22
206408289, -847, 170, 7800, 48, 24, 24
206418285, -833, 162, 7814, 47, 25, 23
206428289, -828, 156, 7814, 51, 28, 27
206438285, -835, 165, 7808, 50, 25, 18
206448289, -828, 173, 7806, 45, 18, 14
206458289, -833, 166, 7788, 50, 20, 17
206468289, -831, 185, 7804, 46, 24, 17
206478286, -837, 164, 7835, 47, 23, 17
206488289, -817, 168, 7818, 43, 23, 20
206498285, -824, 163, 7807, 44, 21, 18
206508289, -818, 147, 7823, 45, 25, 15
206518289, -832, 161, 7818, 49, 19, 21
206528289, -817, 176, 7822, 47, 17, 21
206538286, -836, 188, 7813, 50, 19, 18
206548289, -841, 163, 7828, 47, 25, 18
206558286, -819, 163, 7815, 40, 26, 18
206568285, -824, 163, 7826, 52, 22, 19
206578289, -850, 169, 7790, 48, 23, 18
206588289, -846, 152, 7817, 44, 22, 15
206598285, -849, 155, 7827, 49, 19, 19
206608289, -845, 155, 7821, 48, 25, 23
206618289, -844, 164, 7799, 48, 22, 17
206628289, -840, 172, 7811, 52, 19, 17
206638289, -824, 181, 7827, 49, 27, 16
206648289, -830, 160, 7812, 46, 23, 16
206658289, -829, 160, 7819, 41, 20, 21
206668289, -838, 154, 7811, 42, 23, 20
206678285, -840, 162, 7821, 50, 22, 17
206688289, -837, 152, 7809, 48, 23, 15
206698289, -839, 142, 7798, 47, 26, 18
206708289, -841, 158, 7791, 48, 22, 19
206718289, -822, 166, 7811, 53, 22, 16
206728289, -831, 166, 7823, 47, 26, 18
206738285, -823, 158, 7824, 43, 27, 16
206748285, -847, 177, 7825, 44, 27, 20
206758289, -835, 163, 7789, 47, 22, 17
206768289, -844, 155, 7801, 52, 18, 19
206778289, -826, 153, 7822, 50, 27, 20
